AF214040.1	Western equine encephalitis virus, North American (WEEV-NA)		
AF241359.1	Enterovirus B73 (EV-B73)		
AF241411.1	Hepatitis B virus, genotype I (HBV-I)		
AF261761.1	Alphatorquevirus homin7 - Torque teno virus 7 (TTV7) / Torque teno virus 8 (TTV8)		
AF291073.1	Betatorquevirus homini8 - Torque teno mini virus 8 (TTMV8)		
AF291702.1	Orthohantavirus andesense - Andes virus (ANDV)	S segment	
AF291703.2	Orthohantavirus andesense - Andes virus (ANDV)	M segment	
AF291704.5	Orthohantavirus andesense - Andes virus (ANDV)	L segment	
AF293960.1	Alphapapillomavirus 3 - Human papillomavirus 84 (HPV-84)		
AF304460.1	Human coronavirus 229E (HCoV-229E)		
AF317694.1	Echovirus 18 (E18)		
AF326573.1	Dengue virus type 4 (DENV-4)		
AF326750.2	Enterovirus A125 (EV-A125)		
AF326754.2	Enterovirus A122 (EV-A122)		
AF326759.2	Enterovirus H1 (EV-H)		
AF326761.2	Enterovirus A123 (EV-A123)		
AF326764.2	Enterovirus A124 (EV-A124)		
AF326766.2	Enterovirus J1 (EV-J1)		
AF345523.1	Alphatorquevirus homin5 - Torque teno virus 5 (TTV5)		
AF345526.1	Alphatorquevirus homin13 - Torque teno virus 13 (TTV13)		
AF348409.1	Alphatorquevirus homin21 - Torque teno virus 21 (TTV21)		
AF349909.1	Alphapapillomavirus 3 - Human papillomavirus 86 (HPV-86)		
AF363453.1	Enterovirus G1 (EV-G1)		
AF363455.1	Enterovirus G2 (EV-G2)		
AF369024.2	Chikungunya virus (CHIKV)		
AF371337.2	Human metapneumovirus, subtype A1 (HMPV-A1)		
AF375051.1	Venezuelan equine encephalitis virus IC (VEEV-IC)		
AF414372.2	Enterovirus J108 (EV-J108)		
AF419318.1	Alphapapillomavirus 8 - Human papillomavirus 91 (HPV-91)		
AF435014.1	Alphatorquevirus homin6 - Torque teno virus 6 (TTV6)		
AF436128.1	Alphapapillomavirus 3 - Human papillomavirus 89 (HPV-89)		
AF436130.1	Alphapapillomavirus 10 - Human papillomavirus 74 (HPV-74)		
AF457102.1	Human parainfluenza virus 1 (HPIV-1)		
AF467768.2	Crimean-Congo hemorrhagic fever virus (CCHFV)	M segment	
AF499635.1	Coxsackievirus A1 (CVA-1)		
AF499636.1	Coxsackievirus A11 (CVA-11)		
AF499637.1	Coxsackievirus A13 (CVA-13)		
AF499638.1	Coxsackievirus A15 (CVA-15)		
AF499639.1	Coxsackievirus A17 (CVA-17)		
AF499640.1	Coxsackievirus A18 (CVA-18)		
AF499641.1	Coxsackievirus A19 (CVA-19)		
AF499642.1	Coxsackievirus A20 (CVA-20)		
AF499643.1	Coxsackievirus A22 (CVA-22)		
AF531420.1	Betapapillomavirus 4 - Human papillomavirus 92 (HPV-92)		
AF546702.1	Coxsackievirus A21 (CVA-21)		
AJ005637.1	Orthohantavirus tulaense - Tula virus (TULV)	L segment	
AJ005695.1	Human parechovirus 2 (HPeV-2)		
AJ132203.1	Rotavirus tritogastroenteritidis - Rotavirus C (RVC)	NSP3 segment	
AJ132204.1	Rotavirus tritogastroenteritidis - Rotavirus C (RVC)	NSP1 segment	
AJ132205.1	Rotavirus tritogastroenteritidis - Rotavirus C (RVC)	NSP2 segment	
AJ249939.1	Sapovirus sapporoense, Bristol strain		
AJ278646.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)	segment 7 (MP)	
AJ278649.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)	segment 8 (NS)	
AJ289871.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)	segment 5 (NP)	
AJ303139.1	Rotavirus tritogastroenteritidis - Rotavirus C (RVC)	VP2 segment	
AJ304859.1	Rotavirus tritogastroenteritidis - Rotavirus C (RVC)	VP1 segment	
AJ400628.2	Alphapapillomavirus 3 - Human papillomavirus 87 (HPV-87)		
AJ404626.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)	segment 4 (HA)	
AJ404629.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)	segment 6 (NA)	
AJ404630.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)	segment 1 (PB2)	
AJ404634.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)	segment 2 (PB1)	
AJ404637.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)	segment 3 (PA)	
AJ410615.1	Orthohantavirus dobravaense - Dobrava virus (DOBV)	S segment	
AJ410616.1	Orthohantavirus dobravaense - Dobrava virus (DOBV)	M segment	
AJ410617.1	Orthohantavirus dobravaense - Dobrava virus (DOBV)	L segment	
AJ493062.2	Enterovirus B77 (EV-B77)		
AJ620205.1	Alphapapillomavirus 8 - Human papillomavirus 43 (HPV-43)		
AJ620209.1	Alphapapillomavirus 3 - Human papillomavirus 81 (HPV-81)		
AJ620210.1	Gammapapillomavirus 1 - Human papillomavirus 95 (HPV-95)		
AJ620211.1	Alphapapillomavirus 2 - Human papillomavirus 94 (HPV-94)		
AJ854486.1	Human adenovirus 9 (HAdV-9)		
AM749299.1	Human adenovirus 31 (HAdV-31)		
AM910652.2	Hepatitis C virus, genotype 1g (HCV-1g)		
AX025718.1	Alphatorquevirus homin18 - Torque teno virus 17 (TTV18)		
AX025830.1	Alphatorquevirus homin17 - Torque teno virus 17 (TTV17)		
AY057438.1	Alphapapillomavirus 14 - Human papillomavirus 90 (HPV-90)		
AY090454.1	Hepatitis B virus, genotype H (HBV-H)		
AY123041.1	Hepatitis B virus, genotype C (HBV-C)		
AY129247.1	Guanarito virus (GTOV)	S segment	
AY129248.1	Machupo virus (MACV)	S segment	
AY163756.1	Human adenovirus 11 (HAdV-11)		
AY179509.1	Mamastrovirus 10 (MAstV10)		
AY193805.1	Omsk hemorrhagic fever virus (OHFV)		
AY208120.2	Enterovirus B78 (EV-B78)		
AY209932.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)	segment 6 (NA)	
AY210103.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)	segment 5 (NP)	
AY210191.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)	segment 8 (NS)	
AY238384.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	NSP4 segment	
AY238385.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	VP7 segment	
AY238388.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	VP4 segment	
AY238389.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	VP6 segment	
AY238390.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	VP2 segment	
AY238391.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	NSP1 segment	
AY238392.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	NSP3 segment	
AY238393.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	NSP2 segment	
AY238394.1	Rotavirus betagastroenteritidis - Rotavirus B (RVB)	NSP5/NSP6 segments	
AY267347.1	Orthohantavirus maporalense - Maporal virus (MAPV)	S segment	
AY273791.1	Orthohantavirus seoulense - Seoul virus (SEOV)	S segment	
AY274119.3	Severe acute respiratory syndrome coronavirus (SARS-CoV)		
AY302539.1	Echovirus 13 (E13)		
AY302540.1	Echovirus 14 (E14)		
AY302541.1	Echovirus 15 (E15)		
AY302542.1	Echovirus 16 (E16)		
AY302543.1	Echovirus 17 (E17)		
AY302544.1	Echovirus 19 (E19)		
AY302545.1	Echovirus 2 (E2)		
AY302546.1	Echovirus 20 (E20)		
AY302547.1	Echovirus 21 (E21)		
AY302548.1	Echovirus 24 (E24)		
AY302549.1	Echovirus 25 (E25)		
AY302550.1	Echovirus 26 (E26)		
AY302551.1	Echovirus 27 (E27)		
AY302552.1	Echovirus 29 (E29)		
AY302553.1	Echovirus 3 (E3)		
AY302554.1	Echovirus 31 (E31)		
AY302555.1	Echovirus 32 (E32)		
AY302556.1	Echovirus 33 (E33)		
AY302557.1	Echovirus 4 (E4)		
AY302558.1	Echovirus 6 (E6)		
AY302559.1	Echovirus 7 (E7)		
AY302560.1	Enterovirus B69 (EV-B69)		
AY323490.1	Kyasanur Forest disease virus (KFDV)		
AY358021.2	Machupo virus (MACV)	L segment	
AY358022.2	Junín virus (JUNV)	L segment	
AY358023.2	Junín virus (JUNV)	S segment	
AY358024.2 	Guanarito virus (GTOV)	L segment	
AY358026.2	Sabia virus (SABV)		
AY363179.1	Orthohantavirus maporalense - Maporal virus (MAPV)	M segment	
AY382778.1	Betapapillomavirus 1 - Human papillomavirus 93 (HPV-93)		
AY382779.2	Betapapillomavirus 5 - Human papillomavirus 96 (HPV-96)		
AY386330.1	Erythroparvovirus primate1 - Human parvovirus B19 (B19V)		
AY389361.2	Crimean-Congo hemorrhagic fever virus (CCHFV)	L segment	
AY395706.1	Alphapapillomavirus 3 - Human papillomavirus 62 (HPV-62)		
AY421760.1	Coxsackievirus A2 (CV-A2)		
AY421761.1	Coxsackievirus A3 (CV-A3)		
AY421762.1	Coxsackievirus A4 (CV-A4)		
AY421763.1	Coxsackievirus A5 (CV-A5)		
AY421764.1	Coxsackievirus A6 (CV-A6)		
AY421765.1	Coxsackievirus A7 (CV-A7)		
AY421766.1	Coxsackievirus A8 (CV-A8)		
AY421767.1	Coxsackievirus A10 (CVA-10)		
AY421768.1	Coxsackievirus A12 (CVA-12)		
AY421769.1	Coxsackievirus A14 (CVA-14)		
AY426531.1	Enterovirus D68 (EV-D68)		
AY462106.1	Enterovirus F4 (EV-F4)		
AY487947.1	Human adenovirus 4 (HAdV-4)		
AY525843.1	Human metapneumovirus, subtype B1 (HMPV-B1)		
AY556057.1	Enterovirus B74 (EV-B74)		
AY556070.1	Enterovirus B75 (EV-B75)		
AY567487.2	Human coronavirus NL63 (HCoV-NL63)		
AY585228.1	Human coronavirus OC43 (HCoV-OC43)		
AY597011.2	Human coronavirus HKU1 (HCoV-HKU1)		
AY601633.1	Human adenovirus 21 (HAdV-21)		
AY601636.1	Human adenovirus 16 (HAdV-16)		
AY646856.2	Sapovirus sapporoense, Nongkhai strain		
AY666122.2	Alphatorquevirus homin3 - Torque teno virus 3 (TTV3)		
AY675349.1	Orthohantavirus hantanense - Soochong virus (SOOV)	S segment	
AY675353.1	Orthohantavirus hantanense - Soochong virus (SOOV)	M segment	
AY697458.1	Enterovirus A76 (EV-A76)		
AY697459.1	Enterovirus A89 (EV-A89)		
AY697460.1	Enterovirus A90 (EV-A90)		
AY697461.1	Enterovirus A91 (EV-A91)		
AY737797.1	Human adenovirus 34 (HAdV-34)		
AY737798.1	Human adenovirus 50 (HAdV-50)		
AY746460.1	Hepatitis C virus, genotype 2a (HCV-2a)		
AY751783.1	Human rhinovirus A39 (RV-A39)		
AY803294.1	Human adenovirus 14 (HAdV-14)		
AY843297.1	Enterovirus B79 (EV-B79)		
AY843298.1	Enterovirus B80 (EV-B80)		
AY843299.1	Enterovirus B81 (EV-B81)		
AY843300.1	Enterovirus B82 (EV-B82)		
AY843301.1	Enterovirus B83 (EV-B83)		
AY843303.1	Enterovirus B85 (EV-B85)		
AY843304.1	Enterovirus B86 (EV-B86)		
AY843305.1	Enterovirus B87 (EV-B87)		
AY843306.1	Enterovirus B88 (EV-B88)		
AY843307.1	Enterovirus B97 (EV-B97)		
AY843308.1	Enterovirus B101 (EV-B101)		
AY875648.1	Human adenovirus 46 (HAdV-46)		
AY949771.1	Pegivirus hominis - Human pegivirus 5 (HPgV-5)		
BK066346.1	HPV-m7570		
BK066363.1	HPV-m7334		
BK066395.1	HPV-m8923		
BK066415.1	HPV-m7269		
BK066485.1	HPV-m7372		
BK066647.1	HPV-m7424		
BK066659.1	HPV-m7350		
BK066697.1	HPV-m7221		
BK066896.1	HPV-m7299		
CY002064.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)	segment 4 (HA)	
CY002065.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)	segment 7 (MP)	
CY002066.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)	segment 6 (NA)	
CY002067.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)	segment 5 (NP)	
CY002068.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)	segment 8 (NS)	
CY002069.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)	segment 3 (PA)	
CY002070.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)	segment 2 (PB1)	
CY002071.1	Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)	segment 1 (PB2)	
D00214.1	Enterovirus E1 (EV-E1)		
D00239.1	Human rhinovirus A1B (RV-A1B)		
D00330.1	Hepatitis B virus, genotype B (HBV-B)		
D00627.1	Coxsackievirus A9 (CV-A9)		
D00820.1	Enterovirus D70 (EV-D70)		
D11355.1	Hepatitis C virus, genotype 1b (HCV-1b)		
D14853.1	Hepatitis C virus, genotype 1c (HCV-1c)		
D21208.1	Alphapapillomavirus 9 - Human papillomavirus 67 (HPV-67)		
D84262.2	Hepatitis C virus, genotype 6b (HCV-6b)		
D84263.2	Hepatitis C virus, genotype 6d (HCV-6)		
D84264.2	Hepatitis C virus, genotype 6k (HCV-6k)		
D84265.2	Hepatitis C virus, genotype 6h (HCV-6h)		
D87713.1	Pegivirus hominis - Human pegivirus 3 (HPgV-3)		
D90400.1	Alphapapillomavirus 9 - Human papillomavirus 58 (HPV-58)		
DQ056292.1	Orthohantavirus hantanense - Soochong virus (SOOV)	L segment	
DQ058829.1	Sapovirus sapporoense, Ehime strain		
DQ080078.1	Gammapapillomavirus 6 - Human papillomavirus 103 (HPV-103)		
DQ080079.1	Alphapapillomavirus 7 - Human papillomavirus 68 (HPV-68)		
DQ080080.1	Alphapapillomavirus 7 - Human papillomavirus 97 (HPV-97)		
DQ080081.1	Gammapapillomavirus 6 - Human papillomavirus 101 (HPV-101)		
DQ080082.1	Alphapapillomavirus 14 - Human papillomavirus 106 (HPV-106)		
DQ080083.1	Alphapapillomavirus 3 - Human papillomavirus 102 (HPV-102)		
DQ086466.1	Human adenovirus 3 (HAdV-3)		
DQ092770.1	Enterovirus F1 (EV-F1)		
DQ092786.1	Enterovirus E3 (EV-E3)		
DQ092792.1	Enterovirus E2 (EV-E2)		
DQ092794.1	Enterovirus F3 (EV-F3)		
DQ092795.1	Enterovirus F2 (EV-F2)		
DQ113897.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	VP1 segment	
DQ113898.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	VP2 segment	
DQ113899.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	VP4 segment	
DQ113900.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	VP3 segment	
DQ113901.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	NSP1 segment	
DQ113902.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	VP6 segment	
DQ113903.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	NSP2 segment	
DQ113904.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	NSP3 segment	
DQ113905.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	VP7 segment	
DQ113906.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	NSP4 segment	
DQ113907.1	Rotavirus aspergastroenteritidis - Rotavirus H (RVH)	NSP5/NSP6 segments	
DQ177347.1	Orthohantavirus bayoui - Catacamus virus (CATV)	M segment	
DQ187006.1	Alphatorquevirus homin9 - Torque teno virus 9 (TTV9) / Torque teno virus 11 (TTV11) / Torque teno virus 12 (TTV12)		
DQ217792.2	Marburg virus (MARV)		
DQ256126.1	Orthohantavirus bayoui - Catacamus virus (CATV)	S segment	
DQ284451.1	Orthohantavirus delgaditoense - Caño Delgadito virus (CADV)	M segment	
DQ285566.1	Orthohantavirus delgaditoense - Caño Delgadito virus (CADV)	S segment	
DQ314806.1	Hepatitis C virus, genotype 6g (HCV-6g)		
DQ315364.2	Human adenovirus 41 (HAdV-41)		
DQ315670.1	Human parechovirus 4 (HPeV-4)		
DQ375403.1	Rift Valley fever virus (RVFV)	L segment	
DQ380151.1	Rift Valley fever virus (RVFV)	S segment	
DQ380206.1	Rift Valley fever virus (RVFV)	M segment	
DQ393829.1	Human adenovirus 49 (HAdV-49)		
DQ473485.1	Human rhinovirus B3 (RV-B3)		
DQ473486.1	Human rhinovirus B6 (RV-B6)		
DQ473487.1	Human rhinovirus B35 (RV-B35)		
DQ473488.1	Human rhinovirus B48 (RV-B48)		
DQ473489.1	Human rhinovirus B70 (RV-B70)		
DQ473490.1	Human rhinovirus B4 (RV-B4)		
DQ473491.1	Human rhinovirus A41 (RV-A41)		
DQ473492.1	Human rhinovirus A73 (RV-A73)		
DQ473493.1	Human rhinovirus A15 (RV-A15)		
DQ473494.1	Human rhinovirus A74 (RV-A74)		
DQ473495.1	Human rhinovirus A38 (RV-A38)		
DQ473496.1	Human rhinovirus A49 (RV-A49)		
DQ473497.1	Human rhinovirus A23 (RV-A23)		
DQ473498.1	Human rhinovirus A10 (RV-A10)		
DQ473500.1	Human rhinovirus A59 (RV-A59)		
DQ473501.1	Human rhinovirus A34 (RV-A34)		
DQ473502.1	Human rhinovirus A76 (RV-A76)		
DQ473503.1	Human rhinovirus A7 (RV-A7)		
DQ473504.1	Human rhinovirus A88 (RV-A88)		
DQ473505.1	Human rhinovirus A36 (RV-A36)		
DQ473506.1	Human rhinovirus A46 (RV-A46)		
DQ473507.1	Human rhinovirus A53 (RV-A53)		
DQ473508.1	Human rhinovirus A28 (RV-A28)		
DQ473509.1	Human rhinovirus A82 (RV-A82)		
DQ473510.1	Human rhinovirus A75 (RV-A75)		
DQ473511.1	Human rhinovirus A55 (RV-A55)		
DQ473512.1	Human rhinovirus A30 (RV-A30)		
DQ835762.1	Hepatitis C virus, genotype 6i (HCV-6i)		
DQ835766.1	Hepatitis C virus, genotype 6m (HCV-6m)		
DQ835768.1	Hepatitis C virus, genotype 6n (HCV-6n)		
DQ835769.1	Hepatitis C virus, genotype 6j (HCV-6j)		
DQ838599.2	Rotavirus alphagastroenteritidis - rotavirus A (RVA)	NSP1 segment	
